"scenario","val","lower","upper","pval","group","inter"
2,0.0722979661079631,0.0676522791891995,0.0769445137167269,1.70506080024892e-169,"Both-Both","Vaccination"
2,0.0722846853403937,0.0676142122129799,0.0770124228935525,6.61600136296774e-165,"Both-Contact","Vaccination"
2,0.0903348389836343,0.0856066711959293,0.0951140301325645,3.81259141600947e-234,"Both-Duration","Vaccination"
2,0.0604553720859706,0.0558345879894845,0.0651429803838384,8.03437608615875e-122,"Patients-Both","Vaccination"
2,0.0406655851358831,0.0359708874955604,0.0453749346505491,4.88105306801051e-59,"Patients-Contact","Vaccination"
2,0.0644651305423965,0.0594979745686094,0.069392069479107,3.38372418402254e-122,"Patients-Duration","Vaccination"
2,0.105091403356862,0.100499020072116,0.109623585345351,2.08109335549106e-307,"Staff-Both","Vaccination"
2,0.0820296872236897,0.0774328490432789,0.0866984349196988,4.38834296624496e-205,"Staff-Contact","Vaccination"
2,0.114049479817365,0.109520321040315,0.118628233004915,0,"Staff-Duration","Vaccination"
4,0.142858926310512,0.138380080192234,0.147286884172308,0,"Both-Both","Vaccination"
4,0.124361749970677,0.119945014508421,0.128766605204359,0,"Both-Contact","Vaccination"
4,0.170365089308743,0.165957181567578,0.174824771342725,0,"Both-Duration","Vaccination"
4,0.111034621624612,0.106451240393342,0.115548075023918,0,"Patients-Both","Vaccination"
4,0.0938446467234776,0.089236922245894,0.0983418386993126,4.12878801154185e-259,"Patients-Contact","Vaccination"
4,0.122394427041893,0.118029488138092,0.126733593114603,0,"Patients-Duration","Vaccination"
4,0.186199339313271,0.181946216575616,0.190393295524616,0,"Staff-Both","Vaccination"
4,0.15445334091876,0.150379472300746,0.158519778089885,0,"Staff-Contact","Vaccination"
4,0.199230407389226,0.194983650464415,0.203470241944151,0,"Staff-Duration","Vaccination"
6,0.16811096243474,0.163879465182443,0.17232840977523,0,"Both-Both","Vaccination"
6,0.153622405610828,0.149409685633887,0.157809516066598,0,"Both-Contact","Vaccination"
6,0.206955051747675,0.202623471910244,0.211305845262568,0,"Both-Duration","Vaccination"
6,0.128600988978794,0.124377065413029,0.13279438416364,0,"Patients-Both","Vaccination"
6,0.121149063358476,0.116576014645345,0.125636509674302,0,"Patients-Contact","Vaccination"
6,0.146470968494752,0.142166592813693,0.150796517428255,0,"Patients-Duration","Vaccination"
6,0.235705353706089,0.231825601972105,0.239579854214317,0,"Staff-Both","Vaccination"
6,0.185431131501796,0.181155493467901,0.189679274658215,0,"Staff-Contact","Vaccination"
6,0.227980456214928,0.223809809557617,0.232096749194184,0,"Staff-Duration","Vaccination"
