"scenario","val","lower","upper","pval","group","inter"
2,0.0790980519158517,0.0706578687519767,0.0874688597126007,2.58073199506883e-66,"Both-Both","Contact precaution"
2,0.0814853713965579,0.0727317426875145,0.0900788909417784,3.60208759051391e-66,"Both-Contact","Contact precaution"
2,0.0810997975640116,0.0725007699569175,0.0897700356938331,3.96375164747656e-67,"Both-Duration","Contact precaution"
2,0.0582960999073361,0.049059977286745,0.0674614623097176,7.56508664148856e-34,"Patients-Both","Contact precaution"
2,0.0616704767496493,0.052533746330847,0.0707026584760557,1.22732837988108e-38,"Patients-Contact","Contact precaution"
2,0.0595067617275277,0.050119946910229,0.0685662453183565,1.27290079572111e-34,"Patients-Duration","Contact precaution"
2,0.101353247672808,0.0923547196338527,0.110386947506933,1.1994239323599e-92,"Staff-Both","Contact precaution"
2,0.0976859134807485,0.0890871410215634,0.106369535447201,1.03136058728262e-90,"Staff-Contact","Contact precaution"
2,0.104410347853496,0.0957338181962976,0.113140727396803,1.29672325529961e-103,"Staff-Duration","Contact precaution"
4,0.0923368993233564,0.0838483832832852,0.100829539664588,2.34344724509274e-87,"Both-Both","Contact precaution"
4,0.12203300623105,0.113640632307146,0.130410706599392,7.72488426027693e-138,"Both-Contact","Contact precaution"
4,0.114356232706897,0.105676666600697,0.123037752241373,4.24752559310403e-122,"Both-Duration","Contact precaution"
4,0.0760122578139315,0.0672965696343673,0.0846584493301238,2.36602462346448e-59,"Patients-Both","Contact precaution"
4,0.0861853757115967,0.0774233985047728,0.0948822997456615,3.65005413792623e-74,"Patients-Contact","Contact precaution"
4,0.134389707457936,0.126322912357636,0.142470678205224,4.56741863083605e-170,"Patients-Duration","Contact precaution"
4,0.16157372526266,0.153095774859738,0.169763812465049,9.38244134082761e-222,"Staff-Both","Contact precaution"
4,0.171221223436546,0.163197295745747,0.17917895598435,3.48461712286064e-253,"Staff-Contact","Contact precaution"
4,0.157042429991752,0.148609270922701,0.165265770657016,7.58210955159049e-210,"Staff-Duration","Contact precaution"
6,0.114239955990677,0.105618831590606,0.122684210377616,9.53872119933276e-123,"Both-Both","Contact precaution"
6,0.135048545135483,0.126783249947311,0.143125064182142,1.48403792859628e-171,"Both-Contact","Contact precaution"
6,0.127038656688401,0.11838682295218,0.135679162357189,6.80481029108785e-146,"Both-Duration","Contact precaution"
6,0.107806493285593,0.0989944187428461,0.11631892710425,8.1203047473378e-108,"Patients-Both","Contact precaution"
6,0.0860198364856547,0.0772769538502515,0.0947138039949806,2.41379819445274e-72,"Patients-Contact","Contact precaution"
6,0.133239530003681,0.124977323615416,0.141229385180142,3.52632551090431e-171,"Patients-Duration","Contact precaution"
6,0.193513659490686,0.18569647932977,0.201023689785976,0,"Staff-Both","Contact precaution"
6,0.199226070902252,0.191194455447415,0.207131192922639,0,"Staff-Contact","Contact precaution"
6,0.163581436501104,0.155267877367202,0.171667399264286,1.44330333083127e-234,"Staff-Duration","Contact precaution"
8,0.13009596781104,0.121660505151007,0.138383281065948,1.34200888834362e-159,"Both-Both","Contact precaution"
8,0.133278652130394,0.124968491607165,0.141382000181392,1.36016766237687e-167,"Both-Contact","Contact precaution"
8,0.13633980781891,0.128052277019292,0.14467873491104,1.19423298627252e-172,"Both-Duration","Contact precaution"
8,0.0893982784729801,0.0808197632846253,0.0978184113166028,3.82383048983649e-82,"Patients-Both","Contact precaution"
8,0.0985570138487271,0.0901331692599788,0.107004160896709,9.80702028200109e-99,"Patients-Contact","Contact precaution"
8,0.143003119532199,0.13467288510197,0.15130190791128,4.00045370344111e-187,"Patients-Duration","Contact precaution"
8,0.19773798770683,0.190201886677637,0.205272350991343,0,"Staff-Both","Contact precaution"
8,0.168272647670802,0.1599999174566,0.176373536792903,1.72975650969675e-237,"Staff-Contact","Contact precaution"
8,0.192967678341975,0.18538421296495,0.20034365296611,0,"Staff-Duration","Contact precaution"
10,0.128759725401488,0.120114347823656,0.137421711986208,6.08654379637238e-146,"Both-Both","Contact precaution"
10,0.133556959717668,0.125043030454172,0.142068365912259,4.72005807935203e-164,"Both-Contact","Contact precaution"
10,0.140375265571519,0.131918540915532,0.148729087259942,1.02523799930205e-175,"Both-Duration","Contact precaution"
10,0.109393020298612,0.100868056529599,0.117908456147274,1.33276930068367e-115,"Patients-Both","Contact precaution"
10,0.119613680275046,0.111125884035744,0.127794834144939,6.12204189567454e-133,"Patients-Contact","Contact precaution"
10,0.156842178117897,0.148647125768856,0.165108632779339,7.3555876076416e-213,"Patients-Duration","Contact precaution"
10,0.18337782965043,0.175766918522644,0.19117286961733,2.12890884778017e-294,"Staff-Both","Contact precaution"
10,0.183556993587194,0.175218777383161,0.19173392143445,5.19660130040249e-269,"Staff-Contact","Contact precaution"
10,0.192785949321602,0.185111218365154,0.200285666509972,0,"Staff-Duration","Contact precaution"
