"scenario","val","lower","upper","group","inter"
2,0.0105377729046659,0.00330788431520391,0.0168112330825091,"Both-Both","Vaccination"
2,0.015412187899385,0.009038390255151,0.0222282700454618,"Both-Contact","Vaccination"
2,0.0206902538868401,0.0138654253723816,0.0274685178383239,"Both-Duration","Vaccination"
2,0.0123389545652992,0.00528694200847613,0.0188633334558704,"Patients-Both","Vaccination"
2,0.0226457758712317,0.0155392053776611,0.0289515414232608,"Patients-Contact","Vaccination"
2,0.032380102858963,0.0262815397060659,0.0394787455439723,"Patients-Duration","Vaccination"
2,0.0111542999070967,0.0039802118009227,0.0171618809612741,"Staff-Both","Vaccination"
2,-0.00566276545349411,-0.0131310630103377,-4.23789315173072e-06,"Staff-Contact","Vaccination"
2,0.0103233066355545,0.00307974046207231,0.0166736376391346,"Staff-Duration","Vaccination"
4,0.0463543029835088,0.0402619299685254,0.053096603520151,"Both-Both","Vaccination"
4,0.0389971473918314,0.0319110443008381,0.0449575450704982,"Both-Contact","Vaccination"
4,0.0773691797705737,0.070743699164748,0.0838717382081802,"Both-Duration","Vaccination"
4,0.0670670286905448,0.0603716563583564,0.0734388021722739,"Patients-Both","Vaccination"
4,0.0588359990361902,0.0523395275352653,0.0654796803403183,"Patients-Contact","Vaccination"
4,0.121601159254326,0.11507293493274,0.127818225671333,"Patients-Duration","Vaccination"
4,0.0371451188823288,0.0299302037416632,0.0436773908479876,"Staff-Both","Vaccination"
4,0.0218797487306788,0.0150530075162513,0.0283609436111224,"Staff-Contact","Vaccination"
4,0.0522206697729393,0.0456191711236186,0.058272507808336,"Staff-Duration","Vaccination"
6,0.0598879382109592,0.0535468805184076,0.0666441766695378,"Both-Both","Vaccination"
6,0.0401991522149612,0.0329625805187423,0.0465489808954108,"Both-Contact","Vaccination"
6,0.101625124613009,0.0952743925035084,0.10796080686083,"Both-Duration","Vaccination"
6,0.108512907504155,0.102588523927952,0.114648316396535,"Patients-Both","Vaccination"
6,0.0861007423423648,0.0803352764036698,0.0921250507312378,"Patients-Contact","Vaccination"
6,0.16844154952792,0.162500094049425,0.173991609201211,"Patients-Duration","Vaccination"
6,0.04376938939435,0.0379123044339587,0.0504403558418139,"Staff-Both","Vaccination"
6,0.0396903260657716,0.0329391077973026,0.0458613060904095,"Staff-Contact","Vaccination"
6,0.0529770578230795,0.0461708396609742,0.0591043483692365,"Staff-Duration","Vaccination"
8,0.0655039572246969,0.0589242998900643,0.071654304349194,"Both-Both","Vaccination"
8,0.0676292801293206,0.0610666885345347,0.0738786101885376,"Both-Contact","Vaccination"
8,0.135194029125908,0.129163006162793,0.141132894404777,"Both-Duration","Vaccination"
8,0.123828575465735,0.117788613675036,0.129716415955124,"Patients-Both","Vaccination"
8,0.0843345736544648,0.0780936775453295,0.0906669311980602,"Patients-Contact","Vaccination"
8,0.196482097078951,0.191131724231794,0.20191566211478,"Patients-Duration","Vaccination"
8,0.0548114276808026,0.0483410159229101,0.0608690052122425,"Staff-Both","Vaccination"
8,0.0465361217630037,0.0404639022428182,0.053318348811565,"Staff-Contact","Vaccination"
8,0.0708592612241039,0.0646989851090857,0.0774888797357596,"Staff-Duration","Vaccination"
10,0.0802406920172473,0.0738212562430096,0.0862951877929502,"Both-Both","Vaccination"
10,0.0659932136894887,0.0594660673924743,0.0718981213432822,"Both-Contact","Vaccination"
10,0.0618852603788393,0.0551735905754583,0.0687403533052622,"Both-Duration","Vaccination"
10,0.124190076327009,0.117937678597335,0.130299558591417,"Patients-Both","Vaccination"
10,0.102800434398611,0.0967043596833248,0.108835233191089,"Patients-Contact","Vaccination"
10,0.211967599087429,0.206418983293509,0.217505249908333,"Patients-Duration","Vaccination"
10,0.0428729720189274,0.0365011950570559,0.049498463651838,"Staff-Both","Vaccination"
10,0.0427605656781042,0.0365757972836736,0.0495517440514972,"Staff-Contact","Vaccination"
10,0.0794624701374757,0.0732372452251194,0.0854689060850884,"Staff-Duration","Vaccination"
