"scenario","val","lower","upper","pval","group","inter"
2,0.0927110510005098,0.0859462231356651,0.0993326345960322,1.5752186666973e-124,"Both-Both","Vaccination"
2,0.0657918167263833,0.0589918131322872,0.0724516654334611,2.11579989428649e-71,"Both-Contact","Vaccination"
2,0.0865577149557328,0.0797238229243378,0.0932128401380337,4.78426202616729e-113,"Both-Duration","Vaccination"
2,0.0488323786024939,0.0417661282920798,0.0557159717576957,3.29881285864319e-40,"Patients-Both","Vaccination"
2,0.0577995221839336,0.0504080584759014,0.0650125780472704,1.33137503616665e-49,"Patients-Contact","Vaccination"
2,0.0722918797998972,0.0653637960351394,0.0791107447356738,1.16392412842898e-80,"Patients-Duration","Vaccination"
2,0.124971678856661,0.118030706978341,0.131720706441162,1.13222431080638e-184,"Staff-Both","Vaccination"
2,0.0915878878821549,0.0851611878264334,0.0980374997578939,8.50354093802362e-127,"Staff-Contact","Vaccination"
2,0.113101742988821,0.106968084953098,0.119331500229615,8.28442758139421e-191,"Staff-Duration","Vaccination"
4,0.161720794148645,0.155572075773639,0.167779626873445,3.90542524347879e-296,"Both-Both","Vaccination"
4,0.112943511620153,0.106317397721755,0.119317352350341,2.65638883887999e-176,"Both-Contact","Vaccination"
4,0.175157686955289,0.16897888126139,0.181353661687932,0,"Both-Duration","Vaccination"
4,0.0933884591306584,0.0867117304011278,0.100125642268241,1.37618519252107e-123,"Patients-Both","Vaccination"
4,0.0855390039878818,0.078918053863595,0.0921805627381811,2.62539756724231e-112,"Patients-Contact","Vaccination"
4,0.142836364870259,0.136648336013336,0.148798119586854,6.5777002519366e-264,"Patients-Duration","Vaccination"
4,0.19879831930239,0.192823517237914,0.204657924916854,0,"Staff-Both","Vaccination"
4,0.148531962880596,0.142527077448425,0.154564056914827,5.45420769142653e-276,"Staff-Contact","Vaccination"
4,0.184507001066918,0.178205924067383,0.190727151920915,0,"Staff-Duration","Vaccination"
6,0.180446500098413,0.174518161949409,0.186185997595785,0,"Both-Both","Vaccination"
6,0.130653961198878,0.124524350208165,0.136807242458619,1.18095486489404e-232,"Both-Contact","Vaccination"
6,0.216100462064342,0.209901858125939,0.222271711482306,0,"Both-Duration","Vaccination"
6,0.129409110273492,0.122995673978386,0.135725798552102,1.00215685939726e-220,"Patients-Both","Vaccination"
6,0.110778506342026,0.104206841256016,0.117428647733857,1.47275692377094e-162,"Patients-Contact","Vaccination"
6,0.1597267474256,0.153637269046105,0.165771185043729,1.77891494036731e-290,"Patients-Duration","Vaccination"
6,0.226602547788519,0.221102080658086,0.232127141967528,0,"Staff-Both","Vaccination"
6,0.171953750730475,0.165851120324763,0.177980302041643,0,"Staff-Contact","Vaccination"
6,0.223939116539793,0.218293168542399,0.229636960746158,0,"Staff-Duration","Vaccination"
