"scenario","val","lower","upper","group","inter"
2,0.00869288775874105,1.53725095506456e-05,0.0178512568991223,"Both-Both","Vaccination"
2,-0.0123797362127193,-0.0217061505268928,-0.00362420634871224,"Both-Contact","Vaccination"
2,-0.00599884631632744,-0.0152363542527406,0.00137750009755212,"Both-Duration","Vaccination"
2,0.00347774167965348,-0.00400127998476224,0.0120457758999508,"Patients-Both","Vaccination"
2,-0.0174993202909533,-0.0264239716813327,-0.00815065370006497,"Patients-Contact","Vaccination"
2,0.0017396832622412,-0.00595246234409751,0.0102206438595059,"Patients-Duration","Vaccination"
2,-0.00254561158170807,-0.0109309464524394,0.00516260780356941,"Staff-Both","Vaccination"
2,5.1531515042582e-05,-0.00752611461964322,0.00846624963757253,"Staff-Contact","Vaccination"
2,-0.0177874578738901,-0.0265363689145456,-0.00842531444509433,"Staff-Duration","Vaccination"
4,0.0271954209012467,0.018125570983692,0.0364031988659689,"Both-Both","Vaccination"
4,-9.92422933602686e-06,-0.00815640450475357,0.0075203720706942,"Both-Contact","Vaccination"
4,0.0256702716629204,0.0166119029410787,0.0350882224562335,"Both-Duration","Vaccination"
4,0.0278383990916268,0.0192774287715819,0.036485711261679,"Patients-Both","Vaccination"
4,-4.57507621953019e-06,-0.00716235472166081,0.00819774837792598,"Patients-Contact","Vaccination"
4,0.0633445252230547,0.0545784412302374,0.0722900779796682,"Patients-Duration","Vaccination"
4,-0.028597049504589,-0.0385278861204737,-0.0196546123381335,"Staff-Both","Vaccination"
4,0.0026885959430962,-0.00480686705971497,0.0119199984803564,"Staff-Contact","Vaccination"
4,-0.01564797719631,-0.0246138136998307,-0.00629985385882176,"Staff-Duration","Vaccination"
6,0.0350541050010066,0.025263922374163,0.0435430358948198,"Both-Both","Vaccination"
6,0.0108079987474909,0.0018981610933033,0.0199652969228765,"Both-Contact","Vaccination"
6,0.0197878836566068,0.011348202337893,0.0284452886866719,"Both-Duration","Vaccination"
6,0.0226593270825255,0.0136008297399006,0.0321934154807971,"Patients-Both","Vaccination"
6,0.00187860218916044,-0.00522065298638183,0.010700208361508,"Patients-Contact","Vaccination"
6,0.0595575446395654,0.0505445457991117,0.0681697905575522,"Patients-Duration","Vaccination"
6,-0.031217192801513,-0.0404864917780278,-0.0217278371633943,"Staff-Both","Vaccination"
6,0.00165231670424596,-0.00512924770943804,0.0101195502431067,"Staff-Contact","Vaccination"
6,0.000930910869830189,-0.00637473612149414,0.00945091169626504,"Staff-Duration","Vaccination"
8,0.0392245569722258,0.0297073043179695,0.0475876276093107,"Both-Both","Vaccination"
8,0.0052145410599291,-0.00205782673906866,0.0145170134657755,"Both-Contact","Vaccination"
8,0.0416362946276538,0.0326786134345476,0.0500351195370415,"Both-Duration","Vaccination"
8,0.0463442187274158,0.0373196524031771,0.0558984356217577,"Patients-Both","Vaccination"
8,0.00849965166301658,1.3769173309027e-05,0.0171615158190164,"Patients-Contact","Vaccination"
8,0.066386451189176,0.0583746681455101,0.0751520400951244,"Patients-Duration","Vaccination"
8,0.0150103080499816,0.00580870822389573,0.0235100846182163,"Staff-Both","Vaccination"
8,-0.00318903892076047,-0.0118584089077501,0.00401670204511022,"Staff-Contact","Vaccination"
8,-0.00976321828415483,-0.0192445151385407,-0.0015020199229466,"Staff-Duration","Vaccination"
10,0.0500015827376259,0.0415184479732282,0.0589395427449436,"Both-Both","Vaccination"
10,0.0156696131894883,0.00673849937443997,0.0241776199402963,"Both-Contact","Vaccination"
10,0.00412169836021146,-0.00360531058641405,0.0132948759928303,"Both-Duration","Vaccination"
10,0.0684675295630327,0.0600432997251178,0.0775087749608584,"Patients-Both","Vaccination"
10,0.0205347511963069,0.0119483637524087,0.0292095564322265,"Patients-Contact","Vaccination"
10,0.0749977586389398,0.0661597187923629,0.0835202880873567,"Patients-Duration","Vaccination"
10,-0.0217671966991492,-0.0313726249229547,-0.0125593595363071,"Staff-Both","Vaccination"
10,0.00896879183162069,4.2153055656151e-06,0.0176515681146204,"Staff-Contact","Vaccination"
10,-0.000631658600035462,-0.00861442154957196,0.00731323519547108,"Staff-Duration","Vaccination"
