"scenario","val","lower","upper","pval","group","inter"
2,0.0988945572928094,0.0905176353191805,0.107057993288203,4.00019798364056e-100,"Both-Both","Vaccination"
2,0.0518985598482437,0.0427297858397446,0.0610768323478136,1.9265176890934e-27,"Both-Contact","Vaccination"
2,0.100993770847611,0.0924986393928863,0.10949193280882,8.02090410719438e-101,"Both-Duration","Vaccination"
2,0.0725722568487866,0.0635693593014884,0.0816721831235866,3.23482633516294e-50,"Patients-Both","Vaccination"
2,0.0406419809619858,0.0314731395579187,0.0498182566296157,1.01401656730781e-17,"Patients-Contact","Vaccination"
2,0.0870691442323508,0.0780220942997136,0.0959891022332956,2.804750621246e-72,"Patients-Duration","Vaccination"
2,0.129681279693967,0.121635271967193,0.137535474499215,2.72502141944123e-169,"Staff-Both","Vaccination"
2,0.0871045668056407,0.0783753946839749,0.0957478693380424,6.4106986992459e-75,"Staff-Contact","Vaccination"
2,0.137055636045849,0.128511762345718,0.145262256475696,1.22835011004095e-166,"Staff-Duration","Vaccination"
4,0.15051722655162,0.142546463533672,0.158285591515,9.21515495964107e-217,"Both-Both","Vaccination"
4,0.117968782918626,0.109753007607363,0.126105929234156,1.46510304052525e-137,"Both-Contact","Vaccination"
4,0.195623121456146,0.187919467525416,0.203273810739028,0,"Both-Duration","Vaccination"
4,0.106275813837138,0.0974408197977549,0.114982551650804,4.29011844568171e-105,"Patients-Both","Vaccination"
4,0.0931084345994182,0.0846457002954542,0.101694925332306,1.04794720924675e-86,"Patients-Contact","Vaccination"
4,0.16545194450343,0.157105202747501,0.173640341887341,2.48342483995381e-232,"Patients-Duration","Vaccination"
4,0.2119139809604,0.204305549406596,0.219422486515542,0,"Staff-Both","Vaccination"
4,0.147276331694915,0.138992481774077,0.155530456439876,2.35308484929861e-194,"Staff-Contact","Vaccination"
4,0.19031145006617,0.18274657994512,0.197668451579383,0,"Staff-Duration","Vaccination"
6,0.176497402522808,0.168865024652249,0.184014825903182,5.18502291290435e-283,"Both-Both","Vaccination"
6,0.141415364985238,0.133103316787412,0.149699125294198,5.18049372940346e-184,"Both-Contact","Vaccination"
6,0.235896327144639,0.228681944246012,0.242905246441171,0,"Both-Duration","Vaccination"
6,0.129649734059722,0.121296221517735,0.13779663213075,2.60008849103527e-161,"Patients-Both","Vaccination"
6,0.111147624084071,0.102591683085523,0.119688967864722,7.29277410370845e-121,"Patients-Contact","Vaccination"
6,0.170236761419073,0.162065087712505,0.178222086669075,2.72595104453873e-251,"Patients-Duration","Vaccination"
6,0.238690416757356,0.231585042690132,0.245690029768298,0,"Staff-Both","Vaccination"
6,0.184778049544931,0.176651838490523,0.192682733075794,6.84488796196285e-286,"Staff-Contact","Vaccination"
6,0.201727907419027,0.19448855291894,0.208781580540842,0,"Staff-Duration","Vaccination"
8,0.195317607512032,0.187522533837098,0.203090927363398,0,"Both-Both","Vaccination"
8,0.140191155620706,0.13189044833196,0.14863014441479,4.30643596919237e-177,"Both-Contact","Vaccination"
8,0.24266143410626,0.23554829961317,0.249973445435347,0,"Both-Duration","Vaccination"
8,0.150670009378892,0.142766403590905,0.158536962795028,4.67479347739667e-217,"Patients-Both","Vaccination"
8,0.119905025421163,0.111355283066244,0.128371030768211,2.33960870248485e-134,"Patients-Contact","Vaccination"
8,0.195408116061243,0.187851342294231,0.202862484938301,0,"Patients-Duration","Vaccination"
8,0.233920715258705,0.226684743369168,0.241057698706364,0,"Staff-Both","Vaccination"
8,0.185292206535303,0.177284880553075,0.193102185149165,1.00163381891275e-291,"Staff-Contact","Vaccination"
8,0.215855221322806,0.208289011006718,0.223295569833559,0,"Staff-Duration","Vaccination"
10,0.200066763460763,0.192148394297889,0.207865412013987,0,"Both-Both","Vaccination"
10,0.146521677651925,0.138205529428534,0.154780431907757,8.11791414347605e-189,"Both-Contact","Vaccination"
10,0.128519746189959,0.119832170841207,0.137154581599966,4.16472485980574e-152,"Both-Duration","Vaccination"
10,0.145294991368248,0.137089024920782,0.153536761895205,1.06404449969539e-192,"Patients-Both","Vaccination"
10,0.123900151552242,0.11560226545867,0.132324326355538,2.60778424337938e-149,"Patients-Contact","Vaccination"
10,0.204316794207326,0.196592842621084,0.212014914036127,0,"Patients-Duration","Vaccination"
10,0.241680653854219,0.234526263486352,0.248802579970722,0,"Staff-Both","Vaccination"
10,0.198681535402989,0.190985166708395,0.206474772444292,0,"Staff-Contact","Vaccination"
10,0.225322237750605,0.218053182022782,0.232600448309787,0,"Staff-Duration","Vaccination"
