"scenario","val","lower","upper","group","inter"
2,0.054174745416373,0.0437840401885099,0.0652793447714903,"Both-Both","Vaccination"
2,0.0195380068086381,0.00834444135366784,0.0306943526326847,"Both-Contact","Vaccination"
2,0.116209144841227,0.105792947533068,0.126318723743315,"Both-Duration","Vaccination"
2,0.0862605482689865,0.075395071126537,0.096493785717144,"Patients-Both","Vaccination"
2,0.0502580512401632,0.0410532418452443,0.0611015351732459,"Patients-Contact","Vaccination"
2,0.133321455523883,0.123195908743834,0.143225654074572,"Patients-Duration","Vaccination"
2,0.0237871153866796,0.0126248822385207,0.0351520072098524,"Staff-Both","Vaccination"
2,0.00522125885193174,-0.00435660629871907,0.0160047855763568,"Staff-Contact","Vaccination"
2,0.0311844504155564,0.0198512260895532,0.0427466134594561,"Staff-Duration","Vaccination"
4,0.120039190534376,0.109974370469806,0.129192631799006,"Both-Both","Vaccination"
4,0.0572775871981226,0.0475831851838483,0.0678571339250366,"Both-Contact","Vaccination"
4,0.157975613535032,0.148218790747895,0.167341337319623,"Both-Duration","Vaccination"
4,0.178442896471155,0.168640166374962,0.18762592232692,"Patients-Both","Vaccination"
4,0.120914783236511,0.110487782649269,0.131244088153953,"Patients-Contact","Vaccination"
4,0.233297298528403,0.224356959566698,0.242062523676237,"Patients-Duration","Vaccination"
4,0.0470733600589663,0.0357223018837666,0.0573750926643699,"Staff-Both","Vaccination"
4,0.045312138179197,0.0340944092756693,0.0555128724594848,"Staff-Contact","Vaccination"
4,0.0600085909393953,0.049551664531021,0.0710961215525142,"Staff-Duration","Vaccination"
6,0.12697831865231,0.116836117180697,0.136748333828833,"Both-Both","Vaccination"
6,0.0545479430859449,0.0444304102650547,0.0657552353667726,"Both-Contact","Vaccination"
6,0.183343398415361,0.174132693932295,0.192996455140677,"Both-Duration","Vaccination"
6,0.191635161142256,0.183235906558586,0.200087748829727,"Patients-Both","Vaccination"
6,0.149407933250646,0.139921882489044,0.158777987212424,"Patients-Contact","Vaccination"
6,0.288733782078675,0.281169580956034,0.296242166753024,"Patients-Duration","Vaccination"
6,0.0649903608120399,0.0538820073237984,0.0750275607322177,"Staff-Both","Vaccination"
6,0.0627701926640118,0.0522379648223123,0.07351954937795,"Staff-Contact","Vaccination"
6,0.0432140296081168,0.0317898113932687,0.0533510347841922,"Staff-Duration","Vaccination"
8,0.104690810854111,0.0945719138387157,0.11472944044063,"Both-Both","Vaccination"
8,0.0482556339326837,0.0377659554414193,0.0583666712501131,"Both-Contact","Vaccination"
8,0.20382063896788,0.194797566653258,0.212242546701912,"Both-Duration","Vaccination"
8,0.197265974249118,0.18843768914746,0.20583139456761,"Patients-Both","Vaccination"
8,0.142887928502098,0.133120419789348,0.152652703547286,"Patients-Contact","Vaccination"
8,0.294041936761813,0.286387560592158,0.301534935049494,"Patients-Duration","Vaccination"
8,0.0789381208987988,0.0684257867764947,0.0891864369060295,"Staff-Both","Vaccination"
8,0.0575881393442102,0.0476132450829989,0.0687512374064579,"Staff-Contact","Vaccination"
8,0.0720212141363299,0.0613470129809288,0.0823561360210454,"Staff-Duration","Vaccination"
10,0.139563775319168,0.129478289031826,0.149054379896476,"Both-Both","Vaccination"
10,0.0768279258319912,0.0663662528582726,0.0869989383282491,"Both-Contact","Vaccination"
10,0.0890178195058639,0.0785753982866086,0.0990151106011074,"Both-Duration","Vaccination"
10,0.219459992047968,0.210936514382616,0.22838758868736,"Patients-Both","Vaccination"
10,0.154110038876757,0.143928584197619,0.163909924540659,"Patients-Contact","Vaccination"
10,0.291711822982746,0.284493437645361,0.299312030984898,"Patients-Duration","Vaccination"
10,0.0799098193268585,0.068858812983326,0.0902151675124648,"Staff-Both","Vaccination"
10,0.0583293196574635,0.0476205318837784,0.0692876907753473,"Staff-Contact","Vaccination"
10,0.070371171166743,0.0594974137805325,0.0805164510822056,"Staff-Duration","Vaccination"
